client_id,account_id,province,country,event_timestamp
278,A00002114,Quebec,Canada,2022-07-17 23:39:20.280778
3065,A00001616,Quebec,Canada,2022-07-23 09:08:18.280778
2464,A00003551,Quebec,Canada,2022-07-17 13:12:37.280778
4743,A00000601,British Columbia,Canada,2022-07-24 09:11:15.280778
662,A00001604,Alberta,Canada,2022-07-18 04:39:40.280778
2393,A00003253,Ontario,Canada,2022-07-16 02:05:45.280778
4215,A00000351,British Columbia,Canada,2022-07-19 19:41:52.280778
2338,A00002244,Ontario,Canada,2022-07-16 20:58:32.280778
2054,A00001127,British Columbia,Canada,2022-07-24 15:52:34.280778
4949,A00000910,Ontario,Canada,2022-07-20 19:23:01.280778
99,A00007618,Alberta,Canada,2022-07-23 16:31:42.280778
70,A00007099,Ontario,Canada,2022-07-16 20:46:04.280778
2306,A00000763,Newfoundland & Labrador,Canada,2022-07-15 18:32:25.280778
321,A00000040,British Columbia,Canada,2022-07-23 05:34:23.280778
1413,A00003950,Newfoundland & Labrador,Canada,2022-07-23 14:47:19.280778
1167,A00001032,British Columbia,Canada,2022-07-19 06:53:01.280778
269,A00000481,Quebec,Canada,2022-07-23 03:31:52.280778
5237,A00002243,Quebec,Canada,2022-07-19 00:26:29.280778
2548,A00001363,Quebec,Canada,2022-07-24 04:38:09.280778
234,A00001046,British Columbia,Canada,2022-07-20 10:02:18.280778
7796,A00010807,British Columbia,Canada,2022-07-22 17:08:10.280778
763,A00003307,Newfoundland & Labrador,Canada,2022-07-25 23:52:03.280778
8610,A00002440,Ontario,Canada,2022-07-18 15:20:23.280778
1264,A00004354,British Columbia,Canada,2022-07-25 10:57:18.280778
2487,A00002021,Alberta,Canada,2022-07-19 09:34:42.280778
2191,A00002968,Quebec,Canada,2022-07-24 18:50:20.280778
12754,A00000928,Alberta,Canada,2022-07-18 03:28:55.280778
4279,A00002655,Ontario,Canada,2022-07-21 00:43:07.280778
3871,A00002212,Alberta,Canada,2022-07-23 09:31:43.280778
4724,A00000024,Newfoundland & Labrador,Canada,2022-07-19 17:10:03.280778
2411,A00001491,Quebec,Canada,2022-07-23 01:07:01.280778
1959,A00002892,British Columbia,Canada,2022-07-23 00:46:14.280778
9419,A00001830,Alberta,Canada,2022-07-25 13:11:18.280778
482,A00002845,British Columbia,Canada,2022-07-16 22:47:38.280778
4120,A00000006,British Columbia,Canada,2022-07-24 01:50:57.280778
4050,A00001928,Alberta,Canada,2022-07-17 04:55:32.280778
5338,A00003705,British Columbia,Canada,2022-07-24 07:58:14.280778
3000,A00001905,Alberta,Canada,2022-07-25 04:55:13.280778
1187,A00010439,Newfoundland & Labrador,Canada,2022-07-24 03:09:31.280778
2451,A00002208,Newfoundland & Labrador,Canada,2022-07-21 15:26:12.280778
3927,A00007045,Alberta,Canada,2022-07-16 13:23:29.280778
255,A00002744,Ontario,Canada,2022-07-25 02:20:28.280778
3603,A00001376,Quebec,Canada,2022-07-25 03:51:36.280778
2892,A00000758,British Columbia,Canada,2022-07-17 19:04:35.280778
11911,A00000522,British Columbia,Canada,2022-07-16 22:56:50.280778
1639,A00003728,Alberta,Canada,2022-07-17 08:32:19.280778
736,A00000859,Quebec,Canada,2022-07-19 16:15:53.280778
3528,A00002038,British Columbia,Canada,2022-07-19 03:05:36.280778
447,A00001226,Newfoundland & Labrador,Canada,2022-07-15 00:26:58.280778
2612,A00000316,British Columbia,Canada,2022-07-19 11:35:58.280778
517,A00001292,Quebec,Canada,2022-07-22 23:35:25.280778
4288,A00003080,Alberta,Canada,2022-07-17 23:35:44.280778
95,A00003358,British Columbia,Canada,2022-07-18 03:32:27.280778
4217,A00003569,Ontario,Canada,2022-07-15 21:35:23.280778
3944,A00000630,Quebec,Canada,2022-07-17 10:11:27.280778
2113,A00001944,Quebec,Canada,2022-07-17 03:56:50.280778
8356,A00002468,Quebec,Canada,2022-07-19 02:24:46.280778
2089,A00003845,Alberta,Canada,2022-07-25 15:56:37.280778
2920,A00003411,British Columbia,Canada,2022-07-17 20:38:51.280778
4257,A00005033,British Columbia,Canada,2022-07-24 08:56:33.280778
13912,A00004377,Ontario,Canada,2022-07-19 04:50:03.280778
1806,A00000594,British Columbia,Canada,2022-07-25 14:50:03.280778
9582,A00002812,Ontario,Canada,2022-07-15 01:15:51.280778
1974,A00001345,Newfoundland & Labrador,Canada,2022-07-20 06:53:46.280778
2552,A00000037,British Columbia,Canada,2022-07-24 16:33:06.280778
4372,A00003255,Newfoundland & Labrador,Canada,2022-07-18 11:26:55.280778
3281,A00008934,Quebec,Canada,2022-07-17 01:53:19.280778
1074,A00001385,Alberta,Canada,2022-07-21 05:23:54.280778
321,A00006097,Alberta,Canada,2022-07-24 23:02:25.280778
3254,A00003035,Ontario,Canada,2022-07-25 10:25:21.280778
4706,A00001469,Newfoundland & Labrador,Canada,2022-07-18 11:59:34.280778
4826,A00001547,Ontario,Canada,2022-07-19 18:53:41.280778
985,A00000116,Newfoundland & Labrador,Canada,2022-07-19 23:42:33.280778
410,A00011135,Ontario,Canada,2022-07-18 11:49:21.280778
1348,A00000069,Quebec,Canada,2022-07-23 14:18:11.280778
4003,A00001808,Alberta,Canada,2022-07-25 05:38:50.280778
1615,A00000440,Newfoundland & Labrador,Canada,2022-07-25 07:20:06.280778
1554,A00001949,British Columbia,Canada,2022-07-16 14:23:47.280778
2358,A00009241,British Columbia,Canada,2022-07-23 16:54:37.280778
4653,A00000658,Ontario,Canada,2022-07-18 21:56:31.280778
11371,A00002000,Quebec,Canada,2022-07-23 07:38:20.280778
11867,A00003183,Ontario,Canada,2022-07-16 17:16:43.280778
4458,A00001889,Quebec,Canada,2022-07-24 14:20:19.280778
4068,A00001893,British Columbia,Canada,2022-07-20 23:24:22.280778
1691,A00002384,Ontario,Canada,2022-07-24 18:39:39.280778
2232,A00001244,Quebec,Canada,2022-07-23 08:15:01.280778
3811,A00009790,Ontario,Canada,2022-07-19 12:55:19.280778
3101,A00001146,British Columbia,Canada,2022-07-16 08:23:49.280778
110,A00000226,Newfoundland & Labrador,Canada,2022-07-23 16:57:07.280778
6473,A00002566,Alberta,Canada,2022-07-22 01:56:37.280778
3607,A00000551,Quebec,Canada,2022-07-17 06:33:25.280778
3595,A00000170,Quebec,Canada,2022-07-23 09:44:17.280778
4480,A00000238,Quebec,Canada,2022-07-15 11:36:28.280778
4413,A00000389,Quebec,Canada,2022-07-18 05:27:35.280778
11,A00004768,Quebec,Canada,2022-07-19 22:23:12.280778
1473,A00001460,Newfoundland & Labrador,Canada,2022-07-25 20:10:47.280778
706,A00011328,Ontario,Canada,2022-07-17 20:29:36.280778
2363,A00002910,Quebec,Canada,2022-07-16 19:22:26.280778
3042,A00000353,British Columbia,Canada,2022-07-20 09:32:20.280778
4127,A00001700,Quebec,Canada,2022-07-25 01:26:41.280778
5133,A00002574,Quebec,Canada,2022-07-25 21:13:21.280778
945,A00002330,British Columbia,Canada,2022-07-24 10:26:28.280778
804,A00007542,Alberta,Canada,2022-07-18 05:33:56.280778
3555,A00003422,British Columbia,Canada,2022-07-16 15:38:58.280778
3092,A00003164,Quebec,Canada,2022-07-23 05:44:46.280778
2376,A00000039,British Columbia,Canada,2022-07-15 06:55:36.280778
3866,A00003041,Alberta,Canada,2022-07-17 20:58:42.280778
1284,A00001104,Ontario,Canada,2022-07-24 03:51:48.280778
4289,A00003530,Alberta,Canada,2022-07-18 23:35:15.280778
97,A00000786,Quebec,Canada,2022-07-25 14:04:55.280778
984,A00000518,Alberta,Canada,2022-07-17 14:58:38.280778
2330,A00003122,Ontario,Canada,2022-07-17 17:00:34.280778
1916,A00000512,Quebec,Canada,2022-07-23 14:08:04.280778
4667,A00005891,Ontario,Canada,2022-07-20 17:38:25.280778
89,A00003223,Ontario,Canada,2022-07-18 17:54:48.280778
4331,A00004309,Alberta,Canada,2022-07-25 08:33:54.280778
3796,A00000057,Alberta,Canada,2022-07-25 18:42:26.280778
2855,A00002981,British Columbia,Canada,2022-07-19 05:41:00.280778
357,A00003957,Ontario,Canada,2022-07-22 17:25:47.280778
78,A00001472,Ontario,Canada,2022-07-20 04:59:34.280778
4081,A00002870,Ontario,Canada,2022-07-25 16:40:51.280778
191,A00003011,Alberta,Canada,2022-07-21 17:26:49.280778
3236,A00002875,Alberta,Canada,2022-07-20 12:35:58.280778
346,A00002377,Ontario,Canada,2022-07-21 00:24:22.280778
4224,A00001809,Newfoundland & Labrador,Canada,2022-07-15 01:15:27.280778
2709,A00008159,Ontario,Canada,2022-07-15 07:49:33.280778
1190,A00007907,Ontario,Canada,2022-07-19 13:18:00.280778
4006,A00003725,British Columbia,Canada,2022-07-21 22:59:59.280778
596,A00000065,Ontario,Canada,2022-07-24 15:38:56.280778
3080,A00004121,Quebec,Canada,2022-07-17 01:21:39.280778
2529,A00008212,Quebec,Canada,2022-07-15 00:01:50.280778
4035,A00001917,British Columbia,Canada,2022-07-18 10:00:47.280778
9995,A00003390,Newfoundland & Labrador,Canada,2022-07-24 04:26:22.280778
1777,A00002635,Alberta,Canada,2022-07-23 04:10:31.280778
2326,A00004208,Alberta,Canada,2022-07-23 05:48:46.280778
4380,A00003731,Alberta,Canada,2022-07-22 13:32:22.280778
721,A00000676,British Columbia,Canada,2022-07-24 05:15:16.280778
4173,A00010663,Alberta,Canada,2022-07-24 19:00:44.280778
3887,A00000599,Quebec,Canada,2022-07-24 03:13:42.280778
3773,A00002534,Quebec,Canada,2022-07-23 09:56:47.280778
17,A00002220,Ontario,Canada,2022-07-18 14:25:59.280778
4862,A00002945,Ontario,Canada,2022-07-16 14:17:40.280778
2899,A00000053,British Columbia,Canada,2022-07-25 18:04:15.280778
2683,A00004328,Ontario,Canada,2022-07-22 20:34:38.280778
11381,A00002050,Quebec,Canada,2022-07-20 12:49:00.280778
874,A00011141,Quebec,Canada,2022-07-16 04:23:44.280778
1092,A00002128,Newfoundland & Labrador,Canada,2022-07-21 13:31:37.280778
13590,A00001539,Quebec,Canada,2022-07-16 18:56:24.280778
2378,A00002896,British Columbia,Canada,2022-07-15 03:57:42.280778
2439,A00003949,Alberta,Canada,2022-07-20 03:40:07.280778
4059,A00002596,Ontario,Canada,2022-07-25 22:24:21.280778
2184,A00000523,British Columbia,Canada,2022-07-25 22:23:43.280778
658,A00002037,Ontario,Canada,2022-07-22 20:37:25.280778
831,A00000304,Newfoundland & Labrador,Canada,2022-07-24 13:38:19.280778
7011,A00000958,British Columbia,Canada,2022-07-25 23:01:34.280778
12376,A00002747,Quebec,Canada,2022-07-24 04:23:10.280778
4126,A00002668,Ontario,Canada,2022-07-20 01:40:48.280778
4494,A00001535,British Columbia,Canada,2022-07-15 06:26:32.280778
1310,A00003671,Newfoundland & Labrador,Canada,2022-07-19 05:31:17.280778
1852,A00002723,Quebec,Canada,2022-07-23 22:14:50.280778
2833,A00002988,Quebec,Canada,2022-07-24 06:54:48.280778
1462,A00003841,British Columbia,Canada,2022-07-19 04:43:35.280778
7586,A00002110,Quebec,Canada,2022-07-25 03:05:16.280778
1257,A00000968,Newfoundland & Labrador,Canada,2022-07-17 18:46:32.280778
1816,A00000443,Ontario,Canada,2022-07-17 00:44:06.280778
639,A00000391,British Columbia,Canada,2022-07-18 00:41:59.280778
4068,A00001868,Alberta,Canada,2022-07-17 09:47:11.280778
3392,A00000519,Quebec,Canada,2022-07-16 01:44:33.280778
294,A00000251,British Columbia,Canada,2022-07-22 06:17:45.280778
713,A00003201,Newfoundland & Labrador,Canada,2022-07-18 15:47:18.280778
4522,A00001314,Alberta,Canada,2022-07-19 14:53:33.280778
4180,A00003712,Alberta,Canada,2022-07-19 23:19:18.280778
2249,A00003647,Newfoundland & Labrador,Canada,2022-07-18 05:39:02.280778
3307,A00003759,Alberta,Canada,2022-07-24 21:03:09.280778
2412,A00002088,Alberta,Canada,2022-07-15 14:11:13.280778
2777,A00003455,British Columbia,Canada,2022-07-15 18:52:46.280778
11004,A00001673,Ontario,Canada,2022-07-17 23:28:09.280778
2824,A00000813,Ontario,Canada,2022-07-25 21:00:16.280778
2379,A00002351,Quebec,Canada,2022-07-25 02:12:16.280778
273,A00001657,Quebec,Canada,2022-07-24 16:20:58.280778
4593,A00001018,Ontario,Canada,2022-07-16 03:03:45.280778
3405,A00003233,Quebec,Canada,2022-07-19 02:42:15.280778
1098,A00000653,Alberta,Canada,2022-07-15 04:38:03.280778
3375,A00003116,Newfoundland & Labrador,Canada,2022-07-25 20:35:10.280778
2488,A00010650,Alberta,Canada,2022-07-18 02:39:07.280778
1130,A00000387,Ontario,Canada,2022-07-16 00:42:49.280778
3909,A00001101,Quebec,Canada,2022-07-24 12:27:26.280778
3898,A00002780,Alberta,Canada,2022-07-16 15:58:10.280778
12092,A00003128,Newfoundland & Labrador,Canada,2022-07-16 10:44:16.280778
166,A00001697,Quebec,Canada,2022-07-21 10:34:41.280778
964,A00004355,British Columbia,Canada,2022-07-15 18:58:08.280778
2855,A00000876,Quebec,Canada,2022-07-23 16:33:45.280778
4389,A00001492,Newfoundland & Labrador,Canada,2022-07-17 12:05:09.280778
4324,A00000789,British Columbia,Canada,2022-07-18 08:36:14.280778
1524,A00001965,Quebec,Canada,2022-07-25 22:06:57.280778
4799,A00010940,Alberta,Canada,2022-07-15 14:40:51.280778
10145,A00005952,Quebec,Canada,2022-07-16 18:52:46.280778
3538,A00002609,British Columbia,Canada,2022-07-22 03:36:13.280778
1887,A00002863,Newfoundland & Labrador,Canada,2022-07-18 01:51:31.280778
2617,A00000918,Alberta,Canada,2022-07-24 01:11:11.280778
2391,A00004253,Quebec,Canada,2022-07-17 22:48:01.280778
4418,A00003511,Ontario,Canada,2022-07-15 15:52:09.280778
1795,A00000003,Ontario,Canada,2022-07-24 00:46:24.280778
1389,A00000314,Quebec,Canada,2022-07-18 09:57:59.280778
1719,A00000086,Quebec,Canada,2022-07-19 14:49:37.280778
3429,A00002907,Quebec,Canada,2022-07-24 00:02:10.280778
3980,A00001054,British Columbia,Canada,2022-07-18 13:20:55.280778
3814,A00000865,Ontario,Canada,2022-07-15 07:42:03.280778
4788,A00001669,Alberta,Canada,2022-07-17 15:45:32.280778
3476,A00002582,British Columbia,Canada,2022-07-15 19:52:48.280778
178,A00009199,British Columbia,Canada,2022-07-18 08:32:52.280778
1731,A00001103,Ontario,Canada,2022-07-17 13:06:39.280778
3782,A00002086,Quebec,Canada,2022-07-20 03:59:51.280778
1799,A00010478,Quebec,Canada,2022-07-24 02:01:24.280778
1365,A00003793,Quebec,Canada,2022-07-18 05:01:52.280778
2648,A00000484,Ontario,Canada,2022-07-25 04:14:44.280778
865,A00001874,Alberta,Canada,2022-07-23 21:13:26.280778
10075,A00000272,Alberta,Canada,2022-07-25 09:30:48.280778
9450,A00003967,Ontario,Canada,2022-07-15 07:18:40.280778
605,A00003634,British Columbia,Canada,2022-07-20 09:18:02.280778
2116,A00001214,Quebec,Canada,2022-07-19 14:23:06.280778
1620,A00000718,Alberta,Canada,2022-07-22 16:53:14.280778
2965,A00003114,Quebec,Canada,2022-07-19 16:59:24.280778
1195,A00004478,Ontario,Canada,2022-07-16 07:23:10.280778
6610,A00001232,Ontario,Canada,2022-07-16 21:45:01.280778
1498,A00000157,Newfoundland & Labrador,Canada,2022-07-25 17:36:06.280778
3243,A00001312,British Columbia,Canada,2022-07-19 12:17:51.280778
11105,A00001122,Quebec,Canada,2022-07-22 06:20:28.280778
13151,A00001987,Alberta,Canada,2022-07-22 12:42:41.280778
4771,A00003045,British Columbia,Canada,2022-07-24 16:30:08.280778
2383,A00002901,Alberta,Canada,2022-07-19 12:03:00.280778
5873,A00000307,Quebec,Canada,2022-07-16 06:12:33.280778
3265,A00001315,Alberta,Canada,2022-07-21 09:46:35.280778
5736,A00001872,Alberta,Canada,2022-07-18 21:09:14.280778
3431,A00001667,Ontario,Canada,2022-07-17 23:55:45.280778
856,A00002679,British Columbia,Canada,2022-07-19 11:24:03.280778
3506,A00002316,British Columbia,Canada,2022-07-25 14:35:14.280778
750,A00000121,Alberta,Canada,2022-07-22 16:10:05.280778
2826,A00001749,Ontario,Canada,2022-07-24 12:05:55.280778
1800,A00002310,Ontario,Canada,2022-07-22 02:37:33.280778
1462,A00000052,Newfoundland & Labrador,Canada,2022-07-15 14:49:10.280778
8737,A00000701,Alberta,Canada,2022-07-20 01:00:40.280778
4220,A00004414,Ontario,Canada,2022-07-15 03:42:55.280778
628,A00000875,Ontario,Canada,2022-07-17 18:31:17.280778
4292,A00002888,Newfoundland & Labrador,Canada,2022-07-17 20:30:52.280778
3591,A00003723,Quebec,Canada,2022-07-22 21:34:29.280778
3699,A00003976,Quebec,Canada,2022-07-16 08:32:43.280778
2847,A00001953,Ontario,Canada,2022-07-19 21:22:43.280778
5320,A00000629,Alberta,Canada,2022-07-15 10:26:29.280778
4074,A00001846,Quebec,Canada,2022-07-19 07:30:24.280778
4531,A00001074,Newfoundland & Labrador,Canada,2022-07-17 08:08:42.280778
4011,A00002800,Ontario,Canada,2022-07-21 04:23:50.280778
516,A00000337,Alberta,Canada,2022-07-24 21:52:29.280778
4327,A00001129,Quebec,Canada,2022-07-23 07:35:29.280778
2024,A00002556,Quebec,Canada,2022-07-22 04:19:09.280778
2288,A00003145,Alberta,Canada,2022-07-16 02:15:26.280778
4706,A00001441,Ontario,Canada,2022-07-20 23:52:06.280778
2118,A00006265,Ontario,Canada,2022-07-15 20:19:26.280778
348,A00002540,Alberta,Canada,2022-07-24 13:04:38.280778
2135,A00003434,Ontario,Canada,2022-07-18 22:04:19.280778
9546,A00002254,Newfoundland & Labrador,Canada,2022-07-19 12:14:11.280778
5761,A00002046,Newfoundland & Labrador,Canada,2022-07-16 21:41:18.280778
1730,A00001903,Quebec,Canada,2022-07-21 02:24:42.280778
1074,A00002279,Ontario,Canada,2022-07-21 13:31:54.280778
1410,A00001698,Alberta,Canada,2022-07-23 15:50:15.280778
4561,A00001740,Alberta,Canada,2022-07-15 19:32:07.280778
2761,A00000843,British Columbia,Canada,2022-07-21 11:34:23.280778
3088,A00001503,Newfoundland & Labrador,Canada,2022-07-23 18:59:31.280778
158,A00003572,Quebec,Canada,2022-07-22 17:05:09.280778
1047,A00002089,British Columbia,Canada,2022-07-15 03:20:23.280778
5117,A00002402,British Columbia,Canada,2022-07-15 00:40:54.280778
1317,A00002165,Quebec,Canada,2022-07-19 17:10:09.280778
1120,A00002121,British Columbia,Canada,2022-07-17 17:00:37.280778
5364,A00005698,British Columbia,Canada,2022-07-17 11:21:43.280778
3001,A00002652,Ontario,Canada,2022-07-19 01:14:41.280778
932,A00005283,Ontario,Canada,2022-07-18 00:30:48.280778
2165,A00004618,Alberta,Canada,2022-07-21 15:04:55.280778
4397,A00003732,Alberta,Canada,2022-07-15 19:42:26.280778
418,A00002372,Ontario,Canada,2022-07-16 14:58:41.280778
2346,A00002728,Ontario,Canada,2022-07-18 07:23:16.280778
1839,A00003225,Newfoundland & Labrador,Canada,2022-07-23 09:13:04.280778
4930,A00001596,Quebec,Canada,2022-07-23 08:14:23.280778
6616,A00003735,Alberta,Canada,2022-07-16 21:44:42.280778
61,A00001490,Quebec,Canada,2022-07-23 03:40:14.280778
8615,A00003026,Alberta,Canada,2022-07-19 06:14:29.280778
2420,A00001006,Quebec,Canada,2022-07-25 10:13:02.280778
6256,A00003019,Alberta,Canada,2022-07-22 05:18:09.280778
567,A00000330,Alberta,Canada,2022-07-24 00:45:49.280778
1429,A00001940,Quebec,Canada,2022-07-15 06:18:34.280778
1420,A00002223,Quebec,Canada,2022-07-19 16:29:03.280778
1817,A00002648,British Columbia,Canada,2022-07-23 18:23:13.280778
2087,A00000207,Quebec,Canada,2022-07-15 01:17:36.280778
1719,A00002094,Newfoundland & Labrador,Canada,2022-07-25 23:55:13.280778
2075,A00002625,Quebec,Canada,2022-07-16 08:05:59.280778
1175,A00000167,Ontario,Canada,2022-07-22 09:41:05.280778
4450,A00003059,Newfoundland & Labrador,Canada,2022-07-15 05:24:08.280778
6186,A00000453,British Columbia,Canada,2022-07-25 13:28:16.280778
1803,A00000596,British Columbia,Canada,2022-07-22 18:30:08.280778
2201,A00006034,Newfoundland & Labrador,Canada,2022-07-24 20:05:42.280778
3781,A00000131,Alberta,Canada,2022-07-17 22:38:51.280778
4526,A00000178,Alberta,Canada,2022-07-15 10:34:17.280778
4263,A00000348,Newfoundland & Labrador,Canada,2022-07-17 10:29:56.280778
1153,A00004102,British Columbia,Canada,2022-07-15 17:50:09.280778
8327,A00002575,Ontario,Canada,2022-07-25 17:34:37.280778
3991,A00002813,Quebec,Canada,2022-07-19 10:26:35.280778
186,A00001369,Quebec,Canada,2022-07-21 06:18:58.280778
4113,A00002524,Ontario,Canada,2022-07-22 16:36:13.280778
822,A00002444,Alberta,Canada,2022-07-19 09:15:00.280778
4246,A00000695,Newfoundland & Labrador,Canada,2022-07-20 22:45:25.280778
4711,A00006706,Newfoundland & Labrador,Canada,2022-07-18 21:29:58.280778
1728,A00000402,Quebec,Canada,2022-07-24 13:51:41.280778
4187,A00002833,Quebec,Canada,2022-07-24 10:20:18.280778
625,A00003560,British Columbia,Canada,2022-07-15 06:52:05.280778
4452,A00002427,British Columbia,Canada,2022-07-16 22:36:13.280778
295,A00002257,Alberta,Canada,2022-07-15 05:27:28.280778
3695,A00004301,Ontario,Canada,2022-07-18 17:51:43.280778
5127,A00000988,Newfoundland & Labrador,Canada,2022-07-19 20:30:01.280778
2277,A00004347,Ontario,Canada,2022-07-18 03:51:59.280778
318,A00004119,Alberta,Canada,2022-07-18 11:44:18.280778
3721,A00000571,Alberta,Canada,2022-07-17 23:20:12.280778
5460,A00001556,Newfoundland & Labrador,Canada,2022-07-20 23:06:30.280778
1214,A00004458,Ontario,Canada,2022-07-17 22:33:05.280778
3106,A00010351,Newfoundland & Labrador,Canada,2022-07-18 15:49:23.280778
2803,A00007894,Newfoundland & Labrador,Canada,2022-07-18 07:47:48.280778
866,A00000854,Newfoundland & Labrador,Canada,2022-07-20 04:45:10.280778
2721,A00003645,Newfoundland & Labrador,Canada,2022-07-17 06:25:22.280778
12851,A00002301,Newfoundland & Labrador,Canada,2022-07-22 05:39:45.280778
1825,A00000026,Quebec,Canada,2022-07-15 09:50:16.280778
2718,A00001884,Ontario,Canada,2022-07-20 22:31:41.280778
1712,A00003281,Alberta,Canada,2022-07-20 12:20:00.280778
3433,A00002294,Quebec,Canada,2022-07-18 18:01:39.280778
2115,A00001853,British Columbia,Canada,2022-07-25 08:55:40.280778
2690,A00003240,Ontario,Canada,2022-07-16 22:42:45.280778
4438,A00001820,Quebec,Canada,2022-07-19 19:52:32.280778
2252,A00003292,Alberta,Canada,2022-07-18 16:37:29.280778
11208,A00002911,Ontario,Canada,2022-07-25 02:26:53.280778
3246,A00002705,Newfoundland & Labrador,Canada,2022-07-16 05:12:33.280778
2073,A00011271,Newfoundland & Labrador,Canada,2022-07-22 08:32:06.280778
1113,A00000851,Ontario,Canada,2022-07-22 23:41:41.280778
3271,A00002827,British Columbia,Canada,2022-07-23 04:48:38.280778
2364,A00001555,Quebec,Canada,2022-07-19 05:13:46.280778
1647,A00002017,Alberta,Canada,2022-07-24 01:34:25.280778
2566,A00003869,Newfoundland & Labrador,Canada,2022-07-17 09:48:55.280778
3923,A00001449,Quebec,Canada,2022-07-17 10:05:21.280778
516,A00001254,Alberta,Canada,2022-07-22 07:06:53.280778
4774,A00000415,British Columbia,Canada,2022-07-15 04:58:34.280778
2454,A00002450,Newfoundland & Labrador,Canada,2022-07-19 12:21:43.280778
41,A00003064,Newfoundland & Labrador,Canada,2022-07-17 07:31:15.280778
2818,A00001265,Quebec,Canada,2022-07-15 13:36:21.280778
4559,A00003170,Ontario,Canada,2022-07-23 05:31:20.280778
155,A00002371,Ontario,Canada,2022-07-22 16:49:17.280778
6567,A00002692,Quebec,Canada,2022-07-22 23:28:15.280778
3231,A00000510,Quebec,Canada,2022-07-21 13:40:02.280778
995,A00002847,Alberta,Canada,2022-07-16 17:45:10.280778
13113,A00000229,Ontario,Canada,2022-07-22 18:47:38.280778
3601,A00003085,Ontario,Canada,2022-07-16 13:52:48.280778
2117,A00003997,Newfoundland & Labrador,Canada,2022-07-15 17:48:30.280778
3617,A00003202,Ontario,Canada,2022-07-15 13:06:19.280778
4562,A00009627,Newfoundland & Labrador,Canada,2022-07-17 12:02:15.280778
4253,A00008680,Quebec,Canada,2022-07-17 12:53:44.280778
1282,A00001404,British Columbia,Canada,2022-07-20 20:39:01.280778
226,A00010068,British Columbia,Canada,2022-07-17 21:43:05.280778
2339,A00002362,British Columbia,Canada,2022-07-22 20:21:38.280778
2444,A00000509,Newfoundland & Labrador,Canada,2022-07-21 08:34:01.280778
196,A00000197,Newfoundland & Labrador,Canada,2022-07-22 22:54:29.280778
2157,A00000899,Alberta,Canada,2022-07-25 20:23:35.280778
4550,A00000780,Ontario,Canada,2022-07-22 07:41:33.280778
2187,A00002180,Ontario,Canada,2022-07-21 08:42:39.280778
2924,A00002057,Ontario,Canada,2022-07-18 08:13:18.280778
775,A00001323,Alberta,Canada,2022-07-20 06:55:29.280778
3099,A00008027,British Columbia,Canada,2022-07-20 19:59:14.280778
13406,A00002788,Newfoundland & Labrador,Canada,2022-07-22 05:15:15.280778
419,A00001452,Quebec,Canada,2022-07-16 11:17:43.280778
137,A00003546,British Columbia,Canada,2022-07-25 07:41:02.280778
5284,A00001871,Ontario,Canada,2022-07-22 03:58:47.280778
7166,A00000752,Ontario,Canada,2022-07-22 08:21:35.280778
3518,A00009484,Quebec,Canada,2022-07-22 01:36:14.280778
1729,A00002999,Ontario,Canada,2022-07-24 11:41:25.280778
2704,A00000029,British Columbia,Canada,2022-07-17 18:05:29.280778
2678,A00001383,Alberta,Canada,2022-07-23 12:47:39.280778
4793,A00001194,Alberta,Canada,2022-07-25 18:17:31.280778
430,A00001242,British Columbia,Canada,2022-07-23 15:07:29.280778
6729,A00003408,Newfoundland & Labrador,Canada,2022-07-17 09:41:29.280778
1988,A00003027,Ontario,Canada,2022-07-15 18:05:59.280778
8393,A00003996,Newfoundland & Labrador,Canada,2022-07-15 20:34:57.280778
2481,A00001736,British Columbia,Canada,2022-07-24 07:39:22.280778
1267,A00002755,Ontario,Canada,2022-07-25 23:34:54.280778
2455,A00003213,Newfoundland & Labrador,Canada,2022-07-22 05:44:44.280778
4,A00000173,Alberta,Canada,2022-07-19 07:12:18.280778
3813,A00001211,Quebec,Canada,2022-07-24 09:10:07.280778
2714,A00003830,Quebec,Canada,2022-07-22 18:06:28.280778
2843,A00003639,British Columbia,Canada,2022-07-23 22:02:05.280778
3488,A00003221,Quebec,Canada,2022-07-20 04:35:15.280778
2038,A00000691,Quebec,Canada,2022-07-18 04:50:28.280778
247,A00001137,Newfoundland & Labrador,Canada,2022-07-24 15:38:39.280778
772,A00000416,Quebec,Canada,2022-07-24 01:49:33.280778
4277,A00001424,Quebec,Canada,2022-07-25 05:51:48.280778
248,A00003951,Newfoundland & Labrador,Canada,2022-07-16 18:48:55.280778
1705,A00003659,Alberta,Canada,2022-07-17 01:05:30.280778
4310,A00009677,Ontario,Canada,2022-07-20 12:08:56.280778
28,A00001729,Newfoundland & Labrador,Canada,2022-07-23 00:53:07.280778
614,A00002187,British Columbia,Canada,2022-07-23 22:31:32.280778
1160,A00000580,Quebec,Canada,2022-07-25 13:50:02.280778
91,A00003407,Alberta,Canada,2022-07-22 20:28:19.280778
2168,A00001664,Alberta,Canada,2022-07-18 07:39:30.280778
2442,A00007156,British Columbia,Canada,2022-07-16 00:52:19.280778
5526,A00003325,Alberta,Canada,2022-07-18 10:20:17.280778
2571,A00002588,Quebec,Canada,2022-07-25 14:32:01.280778
1275,A00003552,Alberta,Canada,2022-07-20 08:26:59.280778
3220,A00002497,Ontario,Canada,2022-07-15 16:16:41.280778
