account_id,district_id,frequency,parseddate,year,month,day,date,event_timestamp
A00003129,5,Monthly Issuance,2013-12-05,2013,12,5,2013-12-05,2022-07-15 17:23:53.988334
A00000884,2,Monthly Issuance,2013-12-07,2013,12,7,2013-12-07,2022-07-19 21:46:13.988334
A00004264,28,Monthly Issuance,2013-12-07,2013,12,7,2013-12-07,2022-07-16 08:03:53.988334
A00003223,1,Monthly Issuance,2013-12-07,2013,12,7,2013-12-07,2022-07-16 03:28:12.988334
A00000737,34,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08,2022-07-20 22:19:51.988334
A00002306,38,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08,2022-07-20 21:31:43.988334
A00001673,53,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08,2022-07-23 16:41:16.988334
A00010663,11,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08,2022-07-18 12:54:30.988334
A00003345,22,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08,2022-07-22 00:47:44.988334
A00001970,8,Monthly Issuance,2013-12-08,2013,12,8,2013-12-08,2022-07-20 00:27:25.988334
A00002504,16,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09,2022-07-17 22:01:32.988334
A00000358,12,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09,2022-07-24 00:02:11.988334
A00002980,66,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09,2022-07-21 04:32:27.988334
A00003918,53,Monthly Issuance,2013-12-09,2013,12,9,2013-12-09,2022-07-18 21:16:27.988334
A00001680,59,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10,2022-07-20 13:32:40.988334
A00003039,1,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10,2022-07-21 22:12:59.988334
A00003380,64,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10,2022-07-22 06:11:10.988334
A00002128,22,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10,2022-07-21 16:09:33.988334
A00000903,47,Monthly Issuance,2013-12-10,2013,12,10,2013-12-10,2022-07-19 05:46:04.988334
A00001762,28,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11,2022-07-17 10:06:08.988334
A00000061,70,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11,2022-07-20 04:03:31.988334
A00000391,36,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11,2022-07-18 07:16:52.988334
A00002305,1,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11,2022-07-25 18:51:20.988334
A00001588,67,Monthly Issuance,2013-12-11,2013,12,11,2013-12-11,2022-07-23 07:20:39.988334
A00000183,43,Monthly Issuance,2013-12-12,2013,12,12,2013-12-12,2022-07-21 02:00:39.988334
A00000365,74,Monthly Issuance,2013-12-12,2013,12,12,2013-12-12,2022-07-20 23:18:17.988334
A00002476,32,Monthly Issuance,2013-12-12,2013,12,12,2013-12-12,2022-07-22 20:27:49.988334
A00000347,65,Monthly Issuance,2013-12-13,2013,12,13,2013-12-13,2022-07-23 17:39:36.988334
A00001877,76,Monthly Issuance,2013-12-13,2013,12,13,2013-12-13,2022-07-24 14:26:25.988334
A00003196,1,Monthly Issuance,2013-12-13,2013,12,13,2013-12-13,2022-07-16 15:25:07.988334
A00002928,55,Monthly Issuance,2013-12-14,2013,12,14,2013-12-14,2022-07-17 15:35:46.988334
A00001225,4,Monthly Issuance,2013-12-14,2013,12,14,2013-12-14,2022-07-17 00:20:12.988334
A00003825,7,Monthly Issuance,2013-12-14,2013,12,14,2013-12-14,2022-07-19 04:35:34.988334
A00000180,55,Weekly Issuance,2013-12-14,2013,12,14,2013-12-14,2022-07-21 04:27:55.988334
A00002813,24,Monthly Issuance,2013-12-15,2013,12,15,2013-12-15,2022-07-23 00:46:33.988334
A00001605,72,Monthly Issuance,2013-12-16,2013,12,16,2013-12-16,2022-07-16 11:29:06.988334
A00001792,7,Monthly Issuance,2013-12-16,2013,12,16,2013-12-16,2022-07-25 14:21:31.988334
A00001604,54,Monthly Issuance,2013-12-16,2013,12,16,2013-12-16,2022-07-19 08:49:31.988334
A00000883,1,Monthly Issuance,2013-12-17,2013,12,17,2013-12-17,2022-07-15 23:22:20.988334
A00000441,27,Weekly Issuance,2013-12-17,2013,12,17,2013-12-17,2022-07-25 20:08:02.988334
A00003429,73,Monthly Issuance,2013-12-17,2013,12,17,2013-12-17,2022-07-15 09:48:16.988334
A00004514,69,Monthly Issuance,2013-12-18,2013,12,18,2013-12-18,2022-07-17 12:19:22.988334
A00001088,32,Monthly Issuance,2013-12-19,2013,12,19,2013-12-19,2022-07-19 23:51:09.988334
A00003094,56,Monthly Issuance,2013-12-20,2013,12,20,2013-12-20,2022-07-15 18:56:23.988334
A00001768,15,Monthly Issuance,2013-12-20,2013,12,20,2013-12-20,2022-07-19 17:02:16.988334
A00002768,73,Monthly Issuance,2013-12-20,2013,12,20,2013-12-20,2022-07-23 14:47:03.988334
A00002257,57,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21,2022-07-22 00:06:31.988334
A00001882,1,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21,2022-07-15 21:27:07.988334
A00000719,30,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21,2022-07-20 17:14:10.988334
A00005092,74,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21,2022-07-17 05:35:09.988334
A00003292,1,Monthly Issuance,2013-12-21,2013,12,21,2013-12-21,2022-07-17 22:22:11.988334
A00003604,75,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22,2022-07-20 10:00:57.988334
A00002733,76,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22,2022-07-19 06:02:50.988334
A00003669,76,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22,2022-07-15 06:20:41.988334
A00001940,52,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22,2022-07-20 02:05:23.988334
A00003056,55,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22,2022-07-20 05:07:39.988334
A00001419,33,Monthly Issuance,2013-12-22,2013,12,22,2013-12-22,2022-07-19 07:14:07.988334
A00002971,76,Weekly Issuance,2013-12-23,2013,12,23,2013-12-23,2022-07-19 12:20:06.988334
A00001959,62,Monthly Issuance,2013-12-24,2013,12,24,2013-12-24,2022-07-16 13:54:52.988334
A00003164,33,Monthly Issuance,2013-12-24,2013,12,24,2013-12-24,2022-07-19 18:11:04.988334
A00003197,1,Monthly Issuance,2013-12-25,2013,12,25,2013-12-25,2022-07-22 16:04:47.988334
A00002770,42,Monthly Issuance,2013-12-25,2013,12,25,2013-12-25,2022-07-18 07:35:47.988334
A00007944,59,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27,2022-07-19 07:12:06.988334
A00001080,55,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27,2022-07-20 14:17:59.988334
A00006148,74,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27,2022-07-15 07:09:19.988334
A00002010,1,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27,2022-07-22 06:35:42.988334
A00003135,72,Monthly Issuance,2013-12-27,2013,12,27,2013-12-27,2022-07-17 14:52:38.988334
A00001098,47,Monthly Issuance,2013-12-28,2013,12,28,2013-12-28,2022-07-15 14:37:50.988334
A00000100,41,Monthly Issuance,2013-12-28,2013,12,28,2013-12-28,2022-07-20 01:38:33.988334
A00002913,8,Monthly Issuance,2013-12-28,2013,12,28,2013-12-28,2022-07-16 20:36:44.988334
A00001153,35,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29,2022-07-20 03:05:22.988334
A00001635,19,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29,2022-07-23 03:59:05.988334
A00002842,14,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29,2022-07-17 16:01:08.988334
A00003759,1,Monthly Issuance,2013-12-29,2013,12,29,2013-12-29,2022-07-16 10:11:20.988334
A00003594,29,Monthly Issuance,2013-12-30,2013,12,30,2013-12-30,2022-07-18 14:46:49.988334
A00002778,38,Monthly Issuance,2013-12-30,2013,12,30,2013-12-30,2022-07-21 06:36:56.988334
A00002161,15,Weekly Issuance,2013-12-30,2013,12,30,2013-12-30,2022-07-20 17:47:03.988334
A00002789,14,Monthly Issuance,2014-01-01,2014,1,1,2014-01-01,2022-07-24 22:48:15.988334
A00001552,18,Monthly Issuance,2014-01-02,2014,1,2,2014-01-02,2022-07-15 20:42:11.988334
A00000628,72,Monthly Issuance,2014-01-03,2014,1,3,2014-01-03,2022-07-24 20:24:02.988334
A00001458,29,Monthly Issuance,2014-01-03,2014,1,3,2014-01-03,2022-07-15 04:11:48.988334
A00002673,34,Monthly Issuance,2014-01-04,2014,1,4,2014-01-04,2022-07-20 02:09:25.988334
A00001788,1,Monthly Issuance,2014-01-04,2014,1,4,2014-01-04,2022-07-15 00:13:11.988334
A00001193,29,Monthly Issuance,2014-01-05,2014,1,5,2014-01-05,2022-07-18 10:58:04.988334
A00000969,19,Monthly Issuance,2014-01-08,2014,1,8,2014-01-08,2022-07-18 06:24:56.988334
A00001512,1,Monthly Issuance,2014-01-08,2014,1,8,2014-01-08,2022-07-23 06:45:27.988334
A00003997,62,Monthly Issuance,2014-01-13,2014,1,13,2014-01-13,2022-07-22 18:26:57.988334
A00002179,1,Weekly Issuance,2014-01-14,2014,1,14,2014-01-14,2022-07-22 11:22:45.988334
A00001164,35,Monthly Issuance,2014-01-14,2014,1,14,2014-01-14,2022-07-24 01:24:39.988334
A00004774,66,Monthly Issuance,2014-01-14,2014,1,14,2014-01-14,2022-07-17 22:25:17.988334
A00004413,74,Weekly Issuance,2014-01-15,2014,1,15,2014-01-15,2022-07-16 15:55:55.988334
A00001824,52,Monthly Issuance,2014-01-17,2014,1,17,2014-01-17,2022-07-18 13:24:29.988334
A00001231,7,Monthly Issuance,2014-01-18,2014,1,18,2014-01-18,2022-07-25 16:50:16.988334
A00002664,58,Monthly Issuance,2014-01-20,2014,1,20,2014-01-20,2022-07-24 15:51:21.988334
A00001627,1,Monthly Issuance,2014-01-20,2014,1,20,2014-01-20,2022-07-20 19:03:39.988334
A00009104,10,Monthly Issuance,2014-01-21,2014,1,21,2014-01-21,2022-07-25 08:39:45.988334
A00002326,70,Monthly Issuance,2014-01-24,2014,1,24,2014-01-24,2022-07-24 05:56:53.988334
A00004356,47,Monthly Issuance,2014-01-26,2014,1,26,2014-01-26,2022-07-17 02:06:40.988334
A00003667,55,Monthly Issuance,2014-01-26,2014,1,26,2014-01-26,2022-07-25 13:12:37.988334
A00000742,77,Monthly Issuance,2014-01-28,2014,1,28,2014-01-28,2022-07-17 09:33:42.988334
A00002538,42,Monthly Issuance,2014-01-30,2014,1,30,2014-01-30,2022-07-15 08:35:48.988334
A00000127,29,Monthly Issuance,2014-02-02,2014,2,2,2014-02-02,2022-07-23 02:58:50.988334
A00000726,76,Monthly Issuance,2014-02-03,2014,2,3,2014-02-03,2022-07-16 12:48:50.988334
A00004907,42,Monthly Issuance,2014-02-06,2014,2,6,2014-02-06,2022-07-18 20:45:18.988334
A00002628,64,Issuance After Transaction,2014-02-06,2014,2,6,2014-02-06,2022-07-20 15:02:31.988334
A00003898,70,Monthly Issuance,2014-02-07,2014,2,7,2014-02-07,2022-07-25 04:43:12.988334
A00006472,61,Monthly Issuance,2014-02-08,2014,2,8,2014-02-08,2022-07-24 08:10:00.988334
A00001770,65,Monthly Issuance,2014-02-08,2014,2,8,2014-02-08,2022-07-24 16:32:58.988334
A00002472,60,Monthly Issuance,2014-02-08,2014,2,8,2014-02-08,2022-07-22 07:57:05.988334
A00001159,49,Monthly Issuance,2014-02-09,2014,2,9,2014-02-09,2022-07-19 01:14:09.988334
A00004418,66,Monthly Issuance,2014-02-09,2014,2,9,2014-02-09,2022-07-20 15:54:15.988334
A00001470,19,Monthly Issuance,2014-02-10,2014,2,10,2014-02-10,2022-07-25 14:16:02.988334
A00001813,47,Monthly Issuance,2014-02-11,2014,2,11,2014-02-11,2022-07-18 15:29:29.988334
A00004416,14,Monthly Issuance,2014-02-12,2014,2,12,2014-02-12,2022-07-22 19:36:54.988334
A00002315,75,Monthly Issuance,2014-02-13,2014,2,13,2014-02-13,2022-07-16 04:04:40.988334
A00003876,69,Monthly Issuance,2014-02-13,2014,2,13,2014-02-13,2022-07-18 18:19:39.988334
A00004329,1,Monthly Issuance,2014-02-17,2014,2,17,2014-02-17,2022-07-24 05:32:20.988334
A00003184,1,Monthly Issuance,2014-02-18,2014,2,18,2014-02-18,2022-07-22 07:45:35.988334
A00000370,25,Monthly Issuance,2014-02-18,2014,2,18,2014-02-18,2022-07-16 18:15:40.988334
A00001317,56,Monthly Issuance,2014-02-18,2014,2,18,2014-02-18,2022-07-16 06:30:11.988334
A00002675,1,Monthly Issuance,2014-02-19,2014,2,19,2014-02-19,2022-07-16 19:29:23.988334
A00003840,76,Monthly Issuance,2014-02-19,2014,2,19,2014-02-19,2022-07-22 04:14:22.988334
A00004009,56,Monthly Issuance,2014-02-20,2014,2,20,2014-02-20,2022-07-25 04:47:14.988334
A00003886,1,Monthly Issuance,2014-02-20,2014,2,20,2014-02-20,2022-07-18 15:40:40.988334
A00003445,1,Monthly Issuance,2014-02-22,2014,2,22,2014-02-22,2022-07-17 05:57:49.988334
A00002482,1,Monthly Issuance,2014-02-23,2014,2,23,2014-02-23,2022-07-18 16:13:04.988334
A00002361,28,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25,2022-07-16 05:32:10.988334
A00000974,29,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25,2022-07-22 01:39:09.988334
A00002959,8,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25,2022-07-17 00:24:38.988334
A00001880,76,Monthly Issuance,2014-02-25,2014,2,25,2014-02-25,2022-07-16 19:34:29.988334
A00003355,70,Monthly Issuance,2014-02-26,2014,2,26,2014-02-26,2022-07-25 20:01:00.988334
A00002501,30,Monthly Issuance,2014-02-26,2014,2,26,2014-02-26,2022-07-15 04:53:37.988334
A00001073,73,Monthly Issuance,2014-02-27,2014,2,27,2014-02-27,2022-07-19 18:49:33.988334
A00008558,1,Issuance After Transaction,2014-02-27,2014,2,27,2014-02-27,2022-07-23 04:26:36.988334
A00003101,1,Monthly Issuance,2014-02-27,2014,2,27,2014-02-27,2022-07-22 10:52:11.988334
A00002568,17,Monthly Issuance,2014-03-02,2014,3,2,2014-03-02,2022-07-23 06:34:31.988334
A00001169,49,Issuance After Transaction,2014-03-02,2014,3,2,2014-03-02,2022-07-23 18:59:13.988334
A00003684,23,Monthly Issuance,2014-03-04,2014,3,4,2014-03-04,2022-07-25 02:32:50.988334
A00001406,50,Monthly Issuance,2014-03-04,2014,3,4,2014-03-04,2022-07-25 04:14:30.988334
A00000071,1,Monthly Issuance,2014-03-05,2014,3,5,2014-03-05,2022-07-22 15:00:36.988334
A00003528,10,Monthly Issuance,2014-03-05,2014,3,5,2014-03-05,2022-07-25 14:12:20.988334
A00003405,36,Monthly Issuance,2014-03-07,2014,3,7,2014-03-07,2022-07-16 02:17:15.988334
A00006118,1,Weekly Issuance,2014-03-07,2014,3,7,2014-03-07,2022-07-15 02:34:08.988334
A00002382,59,Monthly Issuance,2014-03-08,2014,3,8,2014-03-08,2022-07-22 22:28:20.988334
A00001570,1,Monthly Issuance,2014-03-12,2014,3,12,2014-03-12,2022-07-16 01:00:12.988334
A00001511,51,Issuance After Transaction,2014-03-13,2014,3,13,2014-03-13,2022-07-15 14:40:46.988334
A00001237,9,Monthly Issuance,2014-03-13,2014,3,13,2014-03-13,2022-07-20 18:29:19.988334
A00003307,30,Monthly Issuance,2014-03-13,2014,3,13,2014-03-13,2022-07-24 11:14:44.988334
A00003378,55,Monthly Issuance,2014-03-14,2014,3,14,2014-03-14,2022-07-22 00:54:32.988334
A00000989,19,Monthly Issuance,2014-03-14,2014,3,14,2014-03-14,2022-07-18 03:55:28.988334
A00003253,71,Issuance After Transaction,2014-03-15,2014,3,15,2014-03-15,2022-07-23 10:51:13.988334
A00001626,3,Monthly Issuance,2014-03-15,2014,3,15,2014-03-15,2022-07-24 03:57:12.988334
A00000289,1,Monthly Issuance,2014-03-17,2014,3,17,2014-03-17,2022-07-24 01:43:22.988334
A00001987,54,Monthly Issuance,2014-03-17,2014,3,17,2014-03-17,2022-07-22 04:46:38.988334
A00000817,5,Monthly Issuance,2014-03-18,2014,3,18,2014-03-18,2022-07-22 03:59:46.988334
A00002228,34,Monthly Issuance,2014-03-19,2014,3,19,2014-03-19,2022-07-24 19:49:56.988334
A00000904,1,Monthly Issuance,2014-03-20,2014,3,20,2014-03-20,2022-07-23 05:15:10.988334
A00003824,41,Monthly Issuance,2014-03-20,2014,3,20,2014-03-20,2022-07-16 19:37:37.988334
A00003599,63,Monthly Issuance,2014-03-20,2014,3,20,2014-03-20,2022-07-24 00:41:56.988334
A00000022,1,Monthly Issuance,2014-03-23,2014,3,23,2014-03-23,2022-07-15 18:02:47.988334
A00000470,64,Monthly Issuance,2014-03-23,2014,3,23,2014-03-23,2022-07-18 10:35:10.988334
A00001273,37,Monthly Issuance,2014-03-25,2014,3,25,2014-03-25,2022-07-24 20:58:52.988334
A00000237,50,Monthly Issuance,2014-03-25,2014,3,25,2014-03-25,2022-07-25 20:18:08.988334
A00000059,43,Monthly Issuance,2014-03-27,2014,3,27,2014-03-27,2022-07-21 23:37:02.988334
A00000572,32,Monthly Issuance,2014-03-27,2014,3,27,2014-03-27,2022-07-17 04:53:02.988334
A00001269,52,Monthly Issuance,2014-03-28,2014,3,28,2014-03-28,2022-07-21 16:23:59.988334
A00000855,1,Monthly Issuance,2014-03-28,2014,3,28,2014-03-28,2022-07-23 01:47:46.988334
A00003183,45,Monthly Issuance,2014-04-01,2014,4,1,2014-04-01,2022-07-16 02:56:13.988334
A00001969,5,Monthly Issuance,2014-04-02,2014,4,2,2014-04-02,2022-07-18 04:50:03.988334
A00002799,54,Weekly Issuance,2014-04-03,2014,4,3,2014-04-03,2022-07-15 13:28:08.988334
A00001042,43,Monthly Issuance,2014-04-03,2014,4,3,2014-04-03,2022-07-24 14:11:06.988334
A00001158,50,Monthly Issuance,2014-04-03,2014,4,3,2014-04-03,2022-07-24 14:18:34.988334
A00002713,26,Monthly Issuance,2014-04-03,2014,4,3,2014-04-03,2022-07-23 17:50:17.988334
A00000740,28,Monthly Issuance,2014-04-04,2014,4,4,2014-04-04,2022-07-20 20:09:37.988334
A00000493,26,Monthly Issuance,2014-04-05,2014,4,5,2014-04-05,2022-07-23 00:55:44.988334
A00002067,76,Monthly Issuance,2014-04-07,2014,4,7,2014-04-07,2022-07-24 17:57:04.988334
A00003804,7,Monthly Issuance,2014-04-07,2014,4,7,2014-04-07,2022-07-18 12:40:07.988334
A00004259,66,Monthly Issuance,2014-04-08,2014,4,8,2014-04-08,2022-07-22 03:05:21.988334
A00002886,1,Monthly Issuance,2014-04-08,2014,4,8,2014-04-08,2022-07-25 12:23:42.988334
A00000761,43,Monthly Issuance,2014-04-09,2014,4,9,2014-04-09,2022-07-17 23:46:43.988334
A00001918,24,Monthly Issuance,2014-04-10,2014,4,10,2014-04-10,2022-07-25 21:28:12.988334
A00003036,10,Monthly Issuance,2014-04-10,2014,4,10,2014-04-10,2022-07-19 18:41:57.988334
A00003259,1,Monthly Issuance,2014-04-11,2014,4,11,2014-04-11,2022-07-24 04:48:15.988334
A00004408,71,Weekly Issuance,2014-04-11,2014,4,11,2014-04-11,2022-07-15 13:34:49.988334
A00002009,17,Monthly Issuance,2014-04-14,2014,4,14,2014-04-14,2022-07-15 06:52:29.988334
A00001194,1,Monthly Issuance,2014-04-15,2014,4,15,2014-04-15,2022-07-18 00:02:02.988334
A00003718,63,Monthly Issuance,2014-04-16,2014,4,16,2014-04-16,2022-07-22 06:01:57.988334
A00003201,4,Monthly Issuance,2014-04-17,2014,4,17,2014-04-17,2022-07-25 18:13:25.988334
A00000460,1,Monthly Issuance,2014-04-18,2014,4,18,2014-04-18,2022-07-23 18:23:02.988334
A00000784,59,Monthly Issuance,2014-04-19,2014,4,19,2014-04-19,2022-07-19 19:06:02.988334
A00003714,2,Weekly Issuance,2014-04-21,2014,4,21,2014-04-21,2022-07-16 09:01:55.988334
A00002154,63,Monthly Issuance,2014-04-21,2014,4,21,2014-04-21,2022-07-17 11:55:54.988334
A00001256,38,Monthly Issuance,2014-04-21,2014,4,21,2014-04-21,2022-07-20 21:31:30.988334
A00001353,51,Monthly Issuance,2014-04-21,2014,4,21,2014-04-21,2022-07-19 14:45:16.988334
A00001820,10,Monthly Issuance,2014-04-22,2014,4,22,2014-04-22,2022-07-20 01:21:24.988334
A00002494,74,Monthly Issuance,2014-04-23,2014,4,23,2014-04-23,2022-07-24 18:58:22.988334
A00002399,1,Monthly Issuance,2014-04-26,2014,4,26,2014-04-26,2022-07-22 00:48:15.988334
A00000343,18,Monthly Issuance,2014-04-26,2014,4,26,2014-04-26,2022-07-19 00:04:01.988334
A00000575,38,Monthly Issuance,2014-04-26,2014,4,26,2014-04-26,2022-07-19 06:38:51.988334
A00000900,48,Monthly Issuance,2014-04-26,2014,4,26,2014-04-26,2022-07-18 08:05:35.988334
A00001467,37,Monthly Issuance,2014-04-27,2014,4,27,2014-04-27,2022-07-20 16:13:54.988334
A00000031,68,Monthly Issuance,2014-04-27,2014,4,27,2014-04-27,2022-07-24 11:47:19.988334
A00001375,19,Monthly Issuance,2014-04-27,2014,4,27,2014-04-27,2022-07-21 07:54:18.988334
A00001371,1,Monthly Issuance,2014-04-27,2014,4,27,2014-04-27,2022-07-19 17:55:32.988334
A00000844,53,Monthly Issuance,2014-04-28,2014,4,28,2014-04-28,2022-07-22 21:38:50.988334
A00000908,62,Monthly Issuance,2014-04-29,2014,4,29,2014-04-29,2022-07-20 10:45:28.988334
A00003134,48,Monthly Issuance,2014-04-29,2014,4,29,2014-04-29,2022-07-19 19:20:48.988334
A00002092,1,Monthly Issuance,2014-04-29,2014,4,29,2014-04-29,2022-07-22 19:33:44.988334
A00003747,1,Monthly Issuance,2014-05-01,2014,5,1,2014-05-01,2022-07-22 03:41:13.988334
A00000277,32,Issuance After Transaction,2014-05-01,2014,5,1,2014-05-01,2022-07-21 09:10:45.988334
A00003595,30,Monthly Issuance,2014-05-01,2014,5,1,2014-05-01,2022-07-25 07:49:50.988334
A00002511,40,Monthly Issuance,2014-05-01,2014,5,1,2014-05-01,2022-07-21 15:50:15.988334
A00001388,29,Monthly Issuance,2014-05-02,2014,5,2,2014-05-02,2022-07-16 23:15:11.988334
A00004245,52,Monthly Issuance,2014-05-02,2014,5,2,2014-05-02,2022-07-21 00:14:20.988334
A00003838,3,Monthly Issuance,2014-05-02,2014,5,2,2014-05-02,2022-07-22 21:28:12.988334
A00000543,64,Monthly Issuance,2014-05-03,2014,5,3,2014-05-03,2022-07-19 12:13:59.988334
A00003653,31,Monthly Issuance,2014-05-03,2014,5,3,2014-05-03,2022-07-25 00:13:15.988334
A00000524,61,Monthly Issuance,2014-05-03,2014,5,3,2014-05-03,2022-07-19 00:09:13.988334
A00000082,26,Monthly Issuance,2014-05-03,2014,5,3,2014-05-03,2022-07-25 12:56:57.988334
A00003912,2,Monthly Issuance,2014-05-04,2014,5,4,2014-05-04,2022-07-23 06:09:44.988334
A00001949,41,Monthly Issuance,2014-05-04,2014,5,4,2014-05-04,2022-07-20 06:47:30.988334
A00001865,1,Monthly Issuance,2014-05-04,2014,5,4,2014-05-04,2022-07-23 10:22:08.988334
A00000451,11,Monthly Issuance,2014-05-05,2014,5,5,2014-05-05,2022-07-24 16:06:35.988334
A00000050,1,Monthly Issuance,2014-05-06,2014,5,6,2014-05-06,2022-07-17 10:58:33.988334
A00001184,14,Monthly Issuance,2014-05-06,2014,5,6,2014-05-06,2022-07-17 00:57:54.988334
A00000363,1,Monthly Issuance,2014-05-06,2014,5,6,2014-05-06,2022-07-23 11:44:42.988334
A00002454,8,Monthly Issuance,2014-05-07,2014,5,7,2014-05-07,2022-07-23 01:36:45.988334
A00002847,75,Monthly Issuance,2014-05-08,2014,5,8,2014-05-08,2022-07-24 12:33:56.988334
A00002740,14,Monthly Issuance,2014-05-08,2014,5,8,2014-05-08,2022-07-23 01:36:13.988334
A00001871,48,Monthly Issuance,2014-05-10,2014,5,10,2014-05-10,2022-07-21 01:45:23.988334
A00008405,20,Monthly Issuance,2014-05-10,2014,5,10,2014-05-10,2022-07-24 19:46:30.988334
A00000266,47,Monthly Issuance,2014-05-11,2014,5,11,2014-05-11,2022-07-25 21:05:21.988334
A00001879,10,Monthly Issuance,2014-05-13,2014,5,13,2014-05-13,2022-07-19 01:26:12.988334
A00002259,64,Monthly Issuance,2014-05-14,2014,5,14,2014-05-14,2022-07-15 18:32:15.988334
A00000609,63,Monthly Issuance,2014-05-15,2014,5,15,2014-05-15,2022-07-23 19:51:55.988334
A00009750,74,Monthly Issuance,2014-05-16,2014,5,16,2014-05-16,2022-07-18 04:09:42.988334
A00002375,29,Monthly Issuance,2014-05-16,2014,5,16,2014-05-16,2022-07-18 16:17:04.988334
A00000216,38,Monthly Issuance,2014-05-16,2014,5,16,2014-05-16,2022-07-16 17:25:46.988334
A00000056,50,Monthly Issuance,2014-05-16,2014,5,16,2014-05-16,2022-07-17 04:30:38.988334
A00007824,60,Monthly Issuance,2014-05-17,2014,5,17,2014-05-17,2022-07-20 19:01:08.988334
A00000649,69,Weekly Issuance,2014-05-17,2014,5,17,2014-05-17,2022-07-22 00:16:35.988334
A00002996,54,Monthly Issuance,2014-05-17,2014,5,17,2014-05-17,2022-07-22 21:12:54.988334
A00001509,51,Monthly Issuance,2014-05-19,2014,5,19,2014-05-19,2022-07-22 23:58:24.988334
A00002170,1,Issuance After Transaction,2014-05-19,2014,5,19,2014-05-19,2022-07-22 03:00:39.988334
A00002001,75,Monthly Issuance,2014-05-19,2014,5,19,2014-05-19,2022-07-17 10:27:32.988334
A00002903,38,Monthly Issuance,2014-05-19,2014,5,19,2014-05-19,2022-07-19 08:06:25.988334
A00003717,56,Monthly Issuance,2014-05-20,2014,5,20,2014-05-20,2022-07-25 00:52:29.988334
A00004195,67,Monthly Issuance,2014-05-21,2014,5,21,2014-05-21,2022-07-23 06:14:09.988334
A00002496,51,Monthly Issuance,2014-05-21,2014,5,21,2014-05-21,2022-07-20 18:22:04.988334
A00009583,31,Weekly Issuance,2014-05-22,2014,5,22,2014-05-22,2022-07-22 02:32:15.988334
A00003636,21,Monthly Issuance,2014-05-22,2014,5,22,2014-05-22,2022-07-22 10:44:25.988334
A00001826,5,Monthly Issuance,2014-05-22,2014,5,22,2014-05-22,2022-07-16 02:59:26.988334
A00002227,31,Weekly Issuance,2014-05-22,2014,5,22,2014-05-22,2022-07-24 10:20:54.988334
A00002749,1,Monthly Issuance,2014-05-23,2014,5,23,2014-05-23,2022-07-25 19:59:48.988334
A00000535,35,Monthly Issuance,2014-05-24,2014,5,24,2014-05-24,2022-07-24 01:22:45.988334
A00004066,72,Monthly Issuance,2014-05-24,2014,5,24,2014-05-24,2022-07-25 12:49:03.988334
A00002662,71,Monthly Issuance,2014-05-24,2014,5,24,2014-05-24,2022-07-17 14:35:17.988334
A00001053,57,Monthly Issuance,2014-05-25,2014,5,25,2014-05-25,2022-07-22 07:14:28.988334
A00011333,8,Monthly Issuance,2014-05-26,2014,5,26,2014-05-26,2022-07-21 09:12:45.988334
A00001838,68,Monthly Issuance,2014-05-26,2014,5,26,2014-05-26,2022-07-16 17:17:12.988334
A00003037,44,Monthly Issuance,2014-05-26,2014,5,26,2014-05-26,2022-07-18 19:23:02.988334
A00003372,23,Monthly Issuance,2014-05-26,2014,5,26,2014-05-26,2022-07-24 07:24:47.988334
A00000985,32,Monthly Issuance,2014-05-29,2014,5,29,2014-05-29,2022-07-16 10:09:05.988334
