disp_id,client_id,account_id,type,event_timestamp
D00001337,1337,A00001115,Owner,2022-07-21 02:55:39.719715
D00001338,1338,A00001115,User,2022-07-16 21:13:11.719715
D00001339,1339,A00001116,Owner,2022-07-24 16:49:41.719715
D00001340,1340,A00001117,Owner,2022-07-17 09:18:11.719715
D00001341,1341,A00001118,Owner,2022-07-23 10:57:33.719715
D00001343,1343,A00001120,Owner,2022-07-21 16:30:28.719715
D00001344,1344,A00001120,User,2022-07-15 06:47:18.719715
D00001345,1345,A00001121,Owner,2022-07-25 17:41:48.719715
D00001346,1346,A00001122,Owner,2022-07-15 16:20:03.719715
D00001347,1347,A00001123,Owner,2022-07-18 00:15:03.719715
D00001348,1348,A00001123,User,2022-07-18 10:06:13.719715
D00001349,1349,A00001124,Owner,2022-07-24 11:00:08.719715
D00001350,1350,A00001125,Owner,2022-07-19 05:44:24.719715
D00001351,1351,A00001125,User,2022-07-17 23:17:15.719715
D00001352,1352,A00001126,Owner,2022-07-21 13:22:42.719715
D00001353,1353,A00001127,Owner,2022-07-19 13:08:19.719715
D00001354,1354,A00001128,Owner,2022-07-15 07:36:09.719715
D00001355,1355,A00001129,Owner,2022-07-18 11:17:10.719715
D00001356,1356,A00001130,Owner,2022-07-17 07:10:56.719715
D00001359,1359,A00001132,Owner,2022-07-15 18:09:26.719715
D00001360,1360,A00001132,User,2022-07-21 03:06:40.719715
D00001361,1361,A00001133,Owner,2022-07-23 13:11:35.719715
D00001362,1362,A00001133,User,2022-07-23 06:26:33.719715
D00001363,1363,A00001134,Owner,2022-07-17 10:01:06.719715
D00001364,1364,A00001135,Owner,2022-07-23 07:47:17.719715
D00001365,1365,A00001135,User,2022-07-21 12:29:12.719715
D00001366,1366,A00001136,Owner,2022-07-21 13:47:58.719715
D00001367,1367,A00001137,Owner,2022-07-15 23:02:50.719715
D00001368,1368,A00001137,User,2022-07-19 19:51:21.719715
D00001369,1369,A00001138,Owner,2022-07-25 10:18:40.719715
D00001370,1370,A00001139,Owner,2022-07-23 17:56:33.719715
D00001371,1371,A00001140,Owner,2022-07-18 07:25:36.719715
D00001372,1372,A00001141,Owner,2022-07-25 07:30:25.719715
D00001373,1373,A00001142,Owner,2022-07-17 19:56:56.719715
D00001375,1375,A00001144,Owner,2022-07-15 10:22:30.719715
D00001376,1376,A00001145,Owner,2022-07-25 08:10:57.719715
D00001377,1377,A00001145,User,2022-07-20 03:54:30.719715
D00001378,1378,A00001146,Owner,2022-07-16 14:13:09.719715
D00001379,1379,A00001146,User,2022-07-24 02:45:48.719715
D00001380,1380,A00001147,Owner,2022-07-16 23:24:52.719715
D00001382,1382,A00001149,Owner,2022-07-19 07:02:17.719715
D00001383,1383,A00001150,Owner,2022-07-24 02:55:28.719715
D00001384,1384,A00001151,Owner,2022-07-21 13:27:45.719715
D00001385,1385,A00001152,Owner,2022-07-17 12:58:08.719715
D00001386,1386,A00001152,User,2022-07-17 08:09:12.719715
D00001387,1387,A00001153,Owner,2022-07-20 03:55:45.719715
D00001388,1388,A00001154,Owner,2022-07-18 06:01:33.719715
D00001389,1389,A00001155,Owner,2022-07-24 03:44:01.719715
D00001390,1390,A00001156,Owner,2022-07-23 09:37:56.719715
D00001391,1391,A00001157,Owner,2022-07-25 12:47:50.719715
D00001392,1392,A00001158,Owner,2022-07-19 09:50:05.719715
D00001393,1393,A00001158,User,2022-07-25 03:55:04.719715
D00001394,1394,A00001159,Owner,2022-07-20 10:29:34.719715
D00001395,1395,A00001159,User,2022-07-21 17:05:36.719715
D00001396,1396,A00001160,Owner,2022-07-19 15:44:41.719715
D00001397,1397,A00001161,Owner,2022-07-22 16:23:03.719715
D00001401,1401,A00001164,Owner,2022-07-21 04:26:55.719715
D00001402,1402,A00001165,Owner,2022-07-21 03:28:02.719715
D00001403,1403,A00001165,User,2022-07-20 17:07:13.719715
D00001404,1404,A00001166,Owner,2022-07-17 17:21:26.719715
D00001406,1406,A00001168,Owner,2022-07-20 13:10:02.719715
D00001407,1407,A00001168,User,2022-07-24 10:50:16.719715
D00001408,1408,A00001169,Owner,2022-07-22 07:43:49.719715
D00001409,1409,A00001170,Owner,2022-07-22 23:06:22.719715
D00001410,1410,A00001171,Owner,2022-07-17 10:33:03.719715
D00001411,1411,A00001171,User,2022-07-24 22:59:35.719715
D00001412,1412,A00001172,Owner,2022-07-21 08:10:03.719715
D00001413,1413,A00001173,Owner,2022-07-24 09:41:29.719715
D00001414,1414,A00001174,Owner,2022-07-19 13:01:39.719715
D00001416,1416,A00001176,Owner,2022-07-18 02:33:42.719715
D00001417,1417,A00001177,Owner,2022-07-20 20:13:48.719715
D00001418,1418,A00001178,Owner,2022-07-22 23:37:47.719715
D00001419,1419,A00001179,Owner,2022-07-17 20:32:41.719715
D00001420,1420,A00001179,User,2022-07-24 14:43:00.719715
D00001421,1421,A00001180,Owner,2022-07-15 19:57:42.719715
D00001422,1422,A00001181,Owner,2022-07-23 16:30:00.719715
D00001423,1423,A00001181,User,2022-07-24 19:34:17.719715
D00001424,1424,A00001182,Owner,2022-07-21 03:57:13.719715
D00001425,1425,A00001183,Owner,2022-07-23 02:23:04.719715
D00001426,1426,A00001183,User,2022-07-23 20:06:58.719715
D00001427,1427,A00001184,Owner,2022-07-22 09:22:08.719715
D00001428,1428,A00001185,Owner,2022-07-15 07:20:36.719715
D00001429,1429,A00001185,User,2022-07-15 08:03:23.719715
D00001430,1430,A00001186,Owner,2022-07-24 07:41:28.719715
D00001431,1431,A00001187,Owner,2022-07-21 07:01:25.719715
D00001432,1432,A00001188,Owner,2022-07-23 22:32:27.719715
D00001433,1433,A00001189,Owner,2022-07-15 17:39:43.719715
D00001434,1434,A00001189,User,2022-07-21 09:24:20.719715
D00001435,1435,A00001190,Owner,2022-07-18 22:47:30.719715
D00001438,1438,A00001192,Owner,2022-07-19 15:33:05.719715
D00001439,1439,A00001193,Owner,2022-07-20 23:25:26.719715
D00001440,1440,A00001194,Owner,2022-07-24 02:12:27.719715
D00001441,1441,A00001195,Owner,2022-07-17 11:00:57.719715
D00001442,1442,A00001195,User,2022-07-23 15:54:03.719715
D00001443,1443,A00001196,Owner,2022-07-20 01:30:48.719715
D00001444,1444,A00001196,User,2022-07-19 00:49:24.719715
D00001445,1445,A00001197,Owner,2022-07-24 04:24:27.719715
D00001446,1446,A00001198,Owner,2022-07-20 01:23:16.719715
D00001447,1447,A00001198,User,2022-07-22 15:47:47.719715
D00001448,1448,A00001199,Owner,2022-07-25 11:46:04.719715
D00001449,1449,A00001200,Owner,2022-07-24 20:04:25.719715
D00001450,1450,A00001201,Owner,2022-07-20 03:07:30.719715
D00001452,1452,A00001203,Owner,2022-07-20 22:49:25.719715
D00001453,1453,A00001204,Owner,2022-07-15 10:10:06.719715
D00001454,1454,A00001205,Owner,2022-07-22 09:45:22.719715
D00001455,1455,A00001205,User,2022-07-23 01:40:00.719715
D00001456,1456,A00001206,Owner,2022-07-18 23:38:30.719715
D00001457,1457,A00001206,User,2022-07-16 15:19:52.719715
D00001458,1458,A00001207,Owner,2022-07-23 21:43:32.719715
D00001459,1459,A00001208,Owner,2022-07-18 13:12:02.719715
D00001460,1460,A00001209,Owner,2022-07-23 09:09:30.719715
D00001461,1461,A00001210,Owner,2022-07-22 13:43:43.719715
D00001462,1462,A00001211,Owner,2022-07-19 03:55:00.719715
D00001463,1463,A00001212,Owner,2022-07-22 18:18:08.719715
D00001464,1464,A00001213,Owner,2022-07-20 01:02:01.719715
D00001465,1465,A00001213,User,2022-07-17 07:49:09.719715
D00001466,1466,A00001214,Owner,2022-07-21 08:38:33.719715
D00001467,1467,A00001215,Owner,2022-07-24 00:45:10.719715
D00001468,1468,A00001216,Owner,2022-07-19 17:31:52.719715
D00001469,1469,A00001217,Owner,2022-07-23 16:44:22.719715
D00001470,1470,A00001218,Owner,2022-07-25 20:23:25.719715
D00001471,1471,A00001218,User,2022-07-17 13:07:13.719715
D00001472,1472,A00001219,Owner,2022-07-21 12:53:03.719715
D00001473,1473,A00001220,Owner,2022-07-15 03:27:54.719715
D00001474,1474,A00001221,Owner,2022-07-17 03:05:35.719715
D00001475,1475,A00001222,Owner,2022-07-19 11:09:43.719715
D00001476,1476,A00001223,Owner,2022-07-16 19:16:38.719715
D00001478,1478,A00001225,Owner,2022-07-19 07:35:21.719715
D00001479,1479,A00001226,Owner,2022-07-24 23:51:17.719715
D00001480,1480,A00001227,Owner,2022-07-19 05:03:07.719715
D00001481,1481,A00001228,Owner,2022-07-23 20:28:37.719715
D00001482,1482,A00001229,Owner,2022-07-24 23:51:14.719715
D00001483,1483,A00001230,Owner,2022-07-19 14:42:43.719715
D00001484,1484,A00001230,User,2022-07-18 19:31:22.719715
D00001485,1485,A00001231,Owner,2022-07-24 03:13:07.719715
D00001486,1486,A00001231,User,2022-07-21 10:39:02.719715
D00001487,1487,A00001232,Owner,2022-07-24 12:24:12.719715
D00001488,1488,A00001233,Owner,2022-07-16 05:19:41.719715
D00001489,1489,A00001234,Owner,2022-07-25 08:30:02.719715
D00001490,1490,A00001235,Owner,2022-07-18 01:33:25.719715
D00001491,1491,A00001236,Owner,2022-07-18 15:21:09.719715
D00001492,1492,A00001237,Owner,2022-07-24 20:17:39.719715
D00001493,1493,A00001238,Owner,2022-07-19 03:33:30.719715
D00001494,1494,A00001238,User,2022-07-23 18:32:28.719715
D00001495,1495,A00001239,Owner,2022-07-25 01:02:52.719715
D00001496,1496,A00001240,Owner,2022-07-17 17:48:36.719715
D00001497,1497,A00001241,Owner,2022-07-18 00:24:43.719715
D00001498,1498,A00001241,User,2022-07-16 02:43:51.719715
D00001499,1499,A00001242,Owner,2022-07-24 21:46:03.719715
D00001500,1500,A00001243,Owner,2022-07-25 02:01:43.719715
D00001501,1501,A00001244,Owner,2022-07-24 03:29:22.719715
D00001502,1502,A00001245,Owner,2022-07-20 04:31:03.719715
D00001503,1503,A00001246,Owner,2022-07-16 19:47:42.719715
D00001504,1504,A00001246,User,2022-07-20 03:07:02.719715
D00001505,1505,A00001247,Owner,2022-07-17 15:40:33.719715
D00001506,1506,A00001248,Owner,2022-07-19 01:29:16.719715
D00001507,1507,A00001248,User,2022-07-23 13:31:03.719715
D00001508,1508,A00001249,Owner,2022-07-21 12:35:33.719715
D00001509,1509,A00001250,Owner,2022-07-16 17:15:46.719715
D00001510,1510,A00001251,Owner,2022-07-16 17:01:41.719715
D00001511,1511,A00001252,Owner,2022-07-21 09:05:35.719715
D00001512,1512,A00001253,Owner,2022-07-18 01:39:21.719715
D00001513,1513,A00001254,Owner,2022-07-25 23:51:58.719715
D00001514,1514,A00001255,Owner,2022-07-18 16:33:44.719715
D00001516,1516,A00001256,Owner,2022-07-23 14:31:36.719715
D00001517,1517,A00001257,Owner,2022-07-25 00:53:28.719715
D00001518,1518,A00001258,Owner,2022-07-22 03:12:07.719715
D00001519,1519,A00001258,User,2022-07-21 02:19:03.719715
D00001520,1520,A00001259,Owner,2022-07-24 06:12:18.719715
D00001521,1521,A00001260,Owner,2022-07-23 03:16:51.719715
D00001522,1522,A00001261,Owner,2022-07-15 08:18:15.719715
D00001523,1523,A00001262,Owner,2022-07-15 09:09:56.719715
D00001524,1524,A00001263,Owner,2022-07-18 14:44:51.719715
D00001525,1525,A00001264,Owner,2022-07-20 18:48:25.719715
D00001526,1526,A00001264,User,2022-07-19 10:09:04.719715
D00001527,1527,A00001265,Owner,2022-07-25 12:50:33.719715
D00001528,1528,A00001266,Owner,2022-07-16 16:31:07.719715
D00001529,1529,A00001267,Owner,2022-07-16 16:02:00.719715
D00001530,1530,A00001268,Owner,2022-07-20 12:09:35.719715
D00001531,1531,A00001269,Owner,2022-07-17 07:20:05.719715
D00001532,1532,A00001269,User,2022-07-22 11:47:11.719715
D00001533,1533,A00001270,Owner,2022-07-23 11:41:20.719715
D00001534,1534,A00001271,Owner,2022-07-19 13:25:42.719715
D00001535,1535,A00001272,Owner,2022-07-24 19:28:14.719715
D00001536,1536,A00001273,Owner,2022-07-23 05:55:02.719715
D00001537,1537,A00001274,Owner,2022-07-23 03:31:04.719715
D00001539,1539,A00001275,Owner,2022-07-25 04:04:59.719715
D00001540,1540,A00001276,Owner,2022-07-23 15:27:52.719715
D00001541,1541,A00001276,User,2022-07-17 14:55:28.719715
D00001542,1542,A00001277,Owner,2022-07-19 03:36:07.719715
D00001543,1543,A00001277,User,2022-07-22 09:04:09.719715
D00001546,1546,A00001279,Owner,2022-07-20 05:30:12.719715
D00001547,1547,A00001279,User,2022-07-23 09:29:47.719715
D00001548,1548,A00001280,Owner,2022-07-20 03:39:44.719715
D00001549,1549,A00001280,User,2022-07-23 23:33:13.719715
D00001550,1550,A00001281,Owner,2022-07-15 08:21:23.719715
D00001554,1554,A00001284,Owner,2022-07-21 06:11:10.719715
D00001555,1555,A00001285,Owner,2022-07-23 16:27:58.719715
D00001556,1556,A00001286,Owner,2022-07-25 04:25:57.719715
D00001557,1557,A00001287,Owner,2022-07-18 12:51:09.719715
D00001558,1558,A00001288,Owner,2022-07-17 21:04:16.719715
D00001559,1559,A00001289,Owner,2022-07-21 08:59:10.719715
D00001561,1561,A00001291,Owner,2022-07-18 03:32:13.719715
D00001562,1562,A00001291,User,2022-07-18 11:58:46.719715
D00001563,1563,A00001292,Owner,2022-07-22 23:15:28.719715
D00001564,1564,A00001293,Owner,2022-07-24 21:04:26.719715
D00001565,1565,A00001294,Owner,2022-07-16 03:16:52.719715
D00001566,1566,A00001295,Owner,2022-07-18 15:02:33.719715
D00001567,1567,A00001296,Owner,2022-07-24 20:02:56.719715
D00001568,1568,A00001296,User,2022-07-16 14:09:38.719715
D00001569,1569,A00001297,Owner,2022-07-25 09:26:21.719715
D00001570,1570,A00001297,User,2022-07-19 03:02:09.719715
D00001571,1571,A00001298,Owner,2022-07-21 15:24:46.719715
D00001572,1572,A00001299,Owner,2022-07-17 02:26:51.719715
D00001574,1574,A00001301,Owner,2022-07-25 01:32:05.719715
D00001575,1575,A00001302,Owner,2022-07-22 14:35:10.719715
D00001576,1576,A00001302,User,2022-07-18 17:53:40.719715
D00001577,1577,A00001303,Owner,2022-07-17 09:50:41.719715
D00001578,1578,A00001304,Owner,2022-07-22 02:23:37.719715
D00001579,1579,A00001305,Owner,2022-07-24 09:20:20.719715
D00001580,1580,A00001306,Owner,2022-07-25 01:23:06.719715
D00001581,1581,A00001307,Owner,2022-07-24 00:36:04.719715
D00001582,1582,A00001308,Owner,2022-07-23 15:27:47.719715
D00001583,1583,A00001309,Owner,2022-07-18 09:25:33.719715
D00001584,1584,A00001310,Owner,2022-07-23 16:17:46.719715
D00001585,1585,A00001311,Owner,2022-07-18 17:41:29.719715
D00001586,1586,A00001311,User,2022-07-17 17:00:45.719715
D00001587,1587,A00001312,Owner,2022-07-25 11:26:21.719715
D00001588,1588,A00001313,Owner,2022-07-18 17:51:02.719715
D00001589,1589,A00001314,Owner,2022-07-17 22:38:38.719715
D00001590,1590,A00001315,Owner,2022-07-22 04:03:12.719715
D00001591,1591,A00001316,Owner,2022-07-21 09:17:24.719715
D00001592,1592,A00001317,Owner,2022-07-24 13:56:22.719715
D00001593,1593,A00001317,User,2022-07-17 00:27:08.719715
D00001594,1594,A00001318,Owner,2022-07-22 01:18:19.719715
D00001595,1595,A00001319,Owner,2022-07-21 00:21:28.719715
D00001596,1596,A00001320,Owner,2022-07-18 04:08:26.719715
D00001597,1597,A00001321,Owner,2022-07-24 09:31:21.719715
D00001598,1598,A00001322,Owner,2022-07-18 21:34:23.719715
D00001599,1599,A00001323,Owner,2022-07-18 09:56:12.719715
D00001600,1600,A00001323,User,2022-07-25 23:53:54.719715
D00001601,1601,A00001324,Owner,2022-07-16 16:52:31.719715
D00001602,1602,A00001324,User,2022-07-16 08:58:58.719715
D00001603,1603,A00001325,Owner,2022-07-21 03:53:00.719715
D00001604,1604,A00001325,User,2022-07-25 06:10:19.719715
D00001605,1605,A00001326,Owner,2022-07-17 04:31:54.719715
D00001606,1606,A00001327,Owner,2022-07-18 19:24:30.719715
D00001607,1607,A00001328,Owner,2022-07-23 16:23:08.719715
D00001608,1608,A00001329,Owner,2022-07-22 08:23:38.719715
D00001609,1609,A00001329,User,2022-07-25 17:58:45.719715
D00001610,1610,A00001330,Owner,2022-07-25 08:26:05.719715
D00001611,1611,A00001331,Owner,2022-07-20 13:33:17.719715
D00001612,1612,A00001331,User,2022-07-18 06:21:04.719715
D00001613,1613,A00001332,Owner,2022-07-22 14:01:23.719715
D00001614,1614,A00001333,Owner,2022-07-25 06:16:52.719715
D00001615,1615,A00001334,Owner,2022-07-17 02:28:19.719715
D00001616,1616,A00001335,Owner,2022-07-25 03:01:49.719715
D00001617,1617,A00001336,Owner,2022-07-23 17:57:51.719715
D00001618,1618,A00001337,Owner,2022-07-21 06:16:11.719715
D00001619,1619,A00001338,Owner,2022-07-25 18:12:18.719715
D00001620,1620,A00001338,User,2022-07-22 12:46:40.719715
D00001621,1621,A00001339,Owner,2022-07-21 22:24:23.719715
D00001622,1622,A00001340,Owner,2022-07-21 06:44:38.719715
D00001623,1623,A00001341,Owner,2022-07-23 22:05:35.719715
D00001624,1624,A00001342,Owner,2022-07-17 03:48:27.719715
D00001625,1625,A00001342,User,2022-07-18 12:46:10.719715
D00001628,1628,A00001344,Owner,2022-07-19 20:43:29.719715
D00001629,1629,A00001345,Owner,2022-07-24 23:57:29.719715
D00001630,1630,A00001345,User,2022-07-15 22:08:49.719715
D00001631,1631,A00001346,Owner,2022-07-24 05:18:56.719715
D00001632,1632,A00001347,Owner,2022-07-15 14:32:17.719715
D00001633,1633,A00001348,Owner,2022-07-25 15:53:22.719715
D00001634,1634,A00001348,User,2022-07-24 02:42:50.719715
D00001635,1635,A00001349,Owner,2022-07-23 18:03:10.719715
D00001636,1636,A00001349,User,2022-07-17 17:09:42.719715
D00001637,1637,A00001350,Owner,2022-07-16 22:32:18.719715
D00001638,1638,A00001351,Owner,2022-07-21 17:14:32.719715
D00001639,1639,A00001352,Owner,2022-07-23 14:10:46.719715
D00001640,1640,A00001353,Owner,2022-07-19 19:34:29.719715
D00001641,1641,A00001354,Owner,2022-07-25 04:21:15.719715
D00001642,1642,A00001355,Owner,2022-07-19 21:06:02.719715
D00001643,1643,A00001356,Owner,2022-07-19 09:09:57.719715
D00001644,1644,A00001357,Owner,2022-07-18 12:54:36.719715
D00001645,1645,A00001358,Owner,2022-07-23 03:15:31.719715
D00001646,1646,A00001359,Owner,2022-07-18 01:07:35.719715
D00001647,1647,A00001360,Owner,2022-07-21 21:22:35.719715
D00001648,1648,A00001361,Owner,2022-07-18 10:23:30.719715
D00001649,1649,A00001361,User,2022-07-17 13:22:29.719715
D00001650,1650,A00001362,Owner,2022-07-23 19:36:01.719715
D00001651,1651,A00001363,Owner,2022-07-15 18:17:05.719715
D00001653,1653,A00001365,Owner,2022-07-19 10:01:00.719715
D00001654,1654,A00001366,Owner,2022-07-18 20:20:35.719715
D00001655,1655,A00001367,Owner,2022-07-21 01:36:04.719715
D00001656,1656,A00001368,Owner,2022-07-25 00:43:57.719715
D00001657,1657,A00001369,Owner,2022-07-21 07:21:55.719715
D00001658,1658,A00001370,Owner,2022-07-19 23:17:13.719715
D00001659,1659,A00001371,Owner,2022-07-15 18:13:40.719715
D00001660,1660,A00001372,Owner,2022-07-16 00:21:09.719715
D00001661,1661,A00001373,Owner,2022-07-18 04:23:19.719715
D00001662,1662,A00001374,Owner,2022-07-25 09:05:48.719715
D00001663,1663,A00001375,Owner,2022-07-20 05:16:44.719715
D00001664,1664,A00001376,Owner,2022-07-25 17:26:14.719715
D00001665,1665,A00001376,User,2022-07-19 21:49:16.719715
D00001666,1666,A00001377,Owner,2022-07-19 12:59:14.719715
D00001667,1667,A00001377,User,2022-07-17 05:06:09.719715
D00001668,1668,A00001378,Owner,2022-07-16 03:28:17.719715
D00001669,1669,A00001379,Owner,2022-07-25 11:37:12.719715
D00001670,1670,A00001380,Owner,2022-07-16 05:22:26.719715
D00001671,1671,A00001381,Owner,2022-07-21 23:43:23.719715
D00001672,1672,A00001381,User,2022-07-20 21:33:56.719715
D00001673,1673,A00001382,Owner,2022-07-19 08:49:28.719715
D00001674,1674,A00001383,Owner,2022-07-23 22:18:24.719715
D00001675,1675,A00001384,Owner,2022-07-22 12:14:31.719715
D00001676,1676,A00001385,Owner,2022-07-25 19:01:22.719715
D00001677,1677,A00001385,User,2022-07-18 18:19:12.719715
D00001679,1679,A00001387,Owner,2022-07-20 17:01:16.719715
D00001680,1680,A00001388,Owner,2022-07-23 16:55:46.719715
D00001681,1681,A00001389,Owner,2022-07-24 03:50:34.719715
D00001682,1682,A00001390,Owner,2022-07-17 09:06:39.719715
D00001683,1683,A00001391,Owner,2022-07-23 11:10:21.719715
D00001684,1684,A00001391,User,2022-07-16 10:11:54.719715
D00001685,1685,A00001392,Owner,2022-07-17 13:34:47.719715
D00001686,1686,A00001393,Owner,2022-07-25 00:17:32.719715
D00001687,1687,A00001393,User,2022-07-16 03:29:13.719715
D00001688,1688,A00001394,Owner,2022-07-17 04:02:47.719715
D00001689,1689,A00001395,Owner,2022-07-16 18:53:19.719715
D00001690,1690,A00001396,Owner,2022-07-24 15:46:37.719715
D00001691,1691,A00001397,Owner,2022-07-15 14:39:46.719715
D00001692,1692,A00001398,Owner,2022-07-25 01:34:14.719715
D00001693,1693,A00001399,Owner,2022-07-22 06:33:00.719715
D00001694,1694,A00001399,User,2022-07-19 19:37:46.719715
D00001696,1696,A00001401,Owner,2022-07-20 03:25:15.719715
D00001697,1697,A00001402,Owner,2022-07-23 21:46:40.719715
D00001698,1698,A00001402,User,2022-07-25 03:53:29.719715
D00001699,1699,A00001403,Owner,2022-07-16 03:56:40.719715
D00001700,1700,A00001404,Owner,2022-07-25 02:53:55.719715
D00001701,1701,A00001404,User,2022-07-22 13:32:43.719715
D00001702,1702,A00001405,Owner,2022-07-22 04:10:04.719715
D00001703,1703,A00001406,Owner,2022-07-22 05:16:20.719715
D00001704,1704,A00001406,User,2022-07-16 10:28:25.719715
D00001705,1705,A00001407,Owner,2022-07-15 17:31:24.719715
D00001706,1706,A00001407,User,2022-07-20 11:09:13.719715
D00001707,1707,A00001408,Owner,2022-07-20 12:17:20.719715
D00001709,1709,A00001410,Owner,2022-07-15 10:38:47.719715
D00001710,1710,A00001411,Owner,2022-07-20 23:08:47.719715
D00001711,1711,A00001412,Owner,2022-07-23 13:13:01.719715
D00001712,1712,A00001412,User,2022-07-20 08:28:59.719715
D00001713,1713,A00001413,Owner,2022-07-24 03:13:28.719715
D00001714,1714,A00001414,Owner,2022-07-18 11:37:16.719715
D00001717,1717,A00001416,Owner,2022-07-16 23:48:07.719715
D00001718,1718,A00001417,Owner,2022-07-18 16:18:43.719715
D00001719,1719,A00001418,Owner,2022-07-16 07:25:12.719715
D00001720,1720,A00001419,Owner,2022-07-25 09:20:30.719715
D00001721,1721,A00001419,User,2022-07-18 07:06:58.719715
D00001722,1722,A00001420,Owner,2022-07-20 08:56:00.719715
D00001723,1723,A00001421,Owner,2022-07-22 00:51:09.719715
D00001724,1724,A00001422,Owner,2022-07-19 08:47:43.719715
D00001725,1725,A00001423,Owner,2022-07-23 14:52:16.719715
D00001726,1726,A00001423,User,2022-07-18 02:50:46.719715
D00001727,1727,A00001424,Owner,2022-07-15 03:01:28.719715
D00001728,1728,A00001424,User,2022-07-21 09:38:36.719715
D00001729,1729,A00001425,Owner,2022-07-19 13:48:35.719715
D00001730,1730,A00001426,Owner,2022-07-17 19:18:47.719715
D00001731,1731,A00001427,Owner,2022-07-17 01:08:12.719715
D00001733,1733,A00001429,Owner,2022-07-22 21:10:31.719715
D00001734,1734,A00001430,Owner,2022-07-16 06:39:23.719715
D00001735,1735,A00001430,User,2022-07-22 05:15:49.719715
D00001736,1736,A00001431,Owner,2022-07-20 05:03:55.719715
D00001737,1737,A00001432,Owner,2022-07-21 23:47:03.719715
D00001738,1738,A00001432,User,2022-07-17 18:48:53.719715
D00001741,1741,A00001434,Owner,2022-07-17 16:34:15.719715
D00001742,1742,A00001435,Owner,2022-07-18 21:48:56.719715
D00001743,1743,A00001436,Owner,2022-07-15 14:46:05.719715
D00001744,1744,A00001437,Owner,2022-07-15 10:16:09.719715
D00001745,1745,A00001438,Owner,2022-07-15 13:49:22.719715
D00001746,1746,A00001439,Owner,2022-07-18 15:23:35.719715
D00001747,1747,A00001439,User,2022-07-20 19:45:55.719715
D00001748,1748,A00001440,Owner,2022-07-18 12:26:09.719715
D00001749,1749,A00001441,Owner,2022-07-15 06:44:44.719715
D00001750,1750,A00001442,Owner,2022-07-20 12:00:26.719715
D00001751,1751,A00001443,Owner,2022-07-25 11:30:34.719715
D00001752,1752,A00001444,Owner,2022-07-17 16:31:22.719715
D00001753,1753,A00001445,Owner,2022-07-19 12:07:24.719715
D00001754,1754,A00001446,Owner,2022-07-21 05:21:59.719715
D00001755,1755,A00001447,Owner,2022-07-23 22:51:45.719715
D00001756,1756,A00001448,Owner,2022-07-16 15:46:33.719715
D00001757,1757,A00001448,User,2022-07-21 10:15:27.719715
D00001758,1758,A00001449,Owner,2022-07-18 21:56:58.719715
D00001759,1759,A00001450,Owner,2022-07-23 02:11:41.719715
D00001760,1760,A00001451,Owner,2022-07-21 10:51:14.719715
D00001761,1761,A00001452,Owner,2022-07-18 23:57:10.719715
D00001762,1762,A00001453,Owner,2022-07-25 16:16:34.719715
D00001763,1763,A00001454,Owner,2022-07-19 08:08:20.719715
D00001764,1764,A00001455,Owner,2022-07-23 09:02:22.719715
D00001765,1765,A00001456,Owner,2022-07-25 04:22:42.719715
D00001768,1768,A00001458,Owner,2022-07-22 23:33:32.719715
D00001769,1769,A00001459,Owner,2022-07-21 21:41:20.719715
D00001770,1770,A00001459,User,2022-07-24 22:12:36.719715
D00001771,1771,A00001460,Owner,2022-07-16 13:49:43.719715
D00001772,1772,A00001461,Owner,2022-07-17 10:57:17.719715
D00001774,1774,A00001463,Owner,2022-07-21 23:54:57.719715
D00001775,1775,A00001464,Owner,2022-07-17 15:23:09.719715
D00001776,1776,A00001465,Owner,2022-07-17 18:13:22.719715
D00001777,1777,A00001466,Owner,2022-07-19 01:11:51.719715
D00001778,1778,A00001466,User,2022-07-16 01:09:18.719715
D00001779,1779,A00001467,Owner,2022-07-17 19:09:00.719715
D00001780,1780,A00001468,Owner,2022-07-18 16:06:43.719715
D00001781,1781,A00001469,Owner,2022-07-18 20:00:02.719715
D00001782,1782,A00001470,Owner,2022-07-16 06:03:28.719715
D00001783,1783,A00001471,Owner,2022-07-25 08:22:32.719715
D00001784,1784,A00001472,Owner,2022-07-24 03:20:36.719715
D00001785,1785,A00001473,Owner,2022-07-25 15:51:06.719715
D00001786,1786,A00001474,Owner,2022-07-20 05:37:33.719715
D00001787,1787,A00001474,User,2022-07-23 11:44:59.719715
D00001788,1788,A00001475,Owner,2022-07-18 03:45:13.719715
D00001789,1789,A00001476,Owner,2022-07-15 20:12:24.719715
D00001790,1790,A00001477,Owner,2022-07-16 12:32:50.719715
D00001791,1791,A00001478,Owner,2022-07-17 16:16:14.719715
D00001792,1792,A00001479,Owner,2022-07-22 09:17:07.719715
D00001793,1793,A00001480,Owner,2022-07-15 02:57:24.719715
D00001794,1794,A00001481,Owner,2022-07-23 03:36:28.719715
D00001795,1795,A00001482,Owner,2022-07-25 02:54:09.719715
D00001796,1796,A00001483,Owner,2022-07-22 06:00:53.719715
D00001797,1797,A00001483,User,2022-07-23 09:03:37.719715
D00001798,1798,A00001484,Owner,2022-07-25 02:25:16.719715
D00001799,1799,A00001485,Owner,2022-07-21 09:01:30.719715
D00001800,1800,A00001486,Owner,2022-07-24 01:32:19.719715
D00001801,1801,A00001487,Owner,2022-07-17 09:27:22.719715
